"","name","text"
"483","WALLACE","so in effect the final question i want to ask you in this regard is and let me start with you mr trump would president trump make a deal to save medicare and social security that included both tax increases and benefit cuts in effect a grand bargain on entitlements "
"484","TRUMP"," i m cutting taxes we re going to grow the economy it s going to grow at a record rate of growth "
"485","WALLACE"," that s not going to help in the entitlements "
"486","TRUMP"," no it s going to totally help you and one thing we have to do repeal and replace the disaster known as obamacare it s destroying our country it s destroying our businesses our small business and our big businesses we have to repeal and replace obamacare "
"487","TRUMP","you take a look at the kind of numbers that that will cost us in the year it is a disaster if we don t repeal and replace now it s probably going to die of its own weight but obamacare has to go it s the premiums are going up percent percent percent next year they re going to go up over percent "
"488","TRUMP","and i m really glad that the premiums have started at least the people see what s happening because she wants to keep obamacare and she wants to make it even worse and it can t get any worse bad health care at the most expensive price we have to repeal and replace obamacare "
"489","WALLACE"," and secretary clinton same question because at this point social security and medicare are going to run out the trust funds are going to run out of money will you as president entertain will you consider a grand bargain a deal that includes both tax increases and benefit cuts to try to save both programs "
"490","CLINTON"," well chris i am on record as saying that we need to put more money into the social security trust fund that s part of my commitment to raise taxes on the wealthy my social security payroll contribution will go up as will donald s assuming he can t figure out how to get out of it but what we want to do is to replenish the social security trust fund"
"491","TRUMP"," such a nasty woman "
"492","CLINTON"," by making sure that we have sufficient resources and that will come from either raising the cap and or finding other ways to get more money into it i will not cut benefits i want to enhance benefits for low income workers and for women who have been disadvantaged by the current social security system "
"493","CLINTON","but what donald is proposing with these massive tax cuts will result in a trillion additional national debt that will have dire consequences for social security and medicare "
"494","CLINTON","and i ll say something about the affordable care act which he wants to repeal the affordable care act extended the solvency of the medicare trust fund so if repeals it our medicare problem gets worse what we need to do is go after"
"495","TRUMP"," your husband disagrees with you "
"496","CLINTON"," the long term health care drivers we ve got to get costs down increase value emphasize wellness i have a plan for doing that and i think that we will be able to get entitlement spending under control by with more resources and harder decisions "
"497","WALLACE"," this is this is the final time probably to both of your delight that you re going to be on a stage together in this campaign i would like to end it on a positive note you had not agreed to closing statements but it seems to me in a funny way that might make it more interesting because you haven t prepared closing statements "
"498","WALLACE","so i d like you each to take and we re going to put a clock up a minute as the final question in the final debate to tell the american people why they should elect you to be the next president this is another new mini segment secretary clinton it s your turn to go first "
"499","CLINTON"," well i would like to say to everyone watching tonight that i m reaching out to all americans democrats republicans and independents because we need everybody to help make our country what it should be to grow the economy to make it fairer to make it work for everyone we need your talents your skills your commitments your energy your ambition "
"500","CLINTON","you know i ve been privileged to see the presidency up close and i know the awesome responsibility of protecting our country and the incredible opportunity of working to try to make life better for all of you i have made the cause of children and families really my life s work "
"501","CLINTON","that s what my mission will be in the presidency i will stand up for families against powerful interests against corporations i will do everything that i can to make sure that you have good jobs with rising incomes that your kids have good educations from preschool through college i hope you will give me a chance to serve as your president "
"502","WALLACE"," secretary clinton thank you "
"503","WALLACE","mr trump "
"504","TRUMP"," she s raising the money from the people she wants to control doesn t work that way "
"505","TRUMP","but when i started this campaign i started it very strongly it s called make america great again we re going to make america great we have a depleted military it has to be helped has to be fixed we have the greatest people on earth in our military we don t take care of our veterans we take care of illegal immigrants people that come into the country illegally better than we take care of our vets that can t happen "
"506","TRUMP","our policemen and women are disrespected we need law and order but we need justice too our inner cities are a disaster you get shot walking to the store they have no education they have no jobs i will do more for african americans and latinos than she can ever do in lifetimes "
"507","TRUMP","all she s done is talk to the african americans and to the latinos but they get the vote and then they come back they say we ll see you in four years we are going to make america strong again and we are going to make america great again and it has to start now we cannot take four more years of barack obama and that s what you get when you get her "
"508","WALLACE"," thank you both "
"509","WALLACE","secretary clinton hold on just a moment folks secretary clinton mr trump i want to thank you both for participating in all three of these debates "
"510","WALLACE","that brings to an end this year s debates sponsored by the commission on presidential debates we want to thank the university of nevada las vegas and its students for having us now the decision is up to you "
"511","WALLACE","while millions have already voted election day november th is just days away one thing everyone here can agree on we hope you will go vote it is one of the honors and obligations of living in this great country thank you and good night "
